,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
4913,Maruti Zen Estilo VXI BSIII,2007,160000,74800,0,Individual,1,2,18.2,998,67.1,5.0
4914,Maruti 800 AC BSIII,2004,120000,80000,0,Individual,1,2,16.1,796,37.0,4.0
4915,Maruti Eeco CNG 5 Seater AC BSIV,2012,220000,270000,2,Individual,1,1,21.94,1196,61.7,5.0
4916,Hyundai EON 1.0 Era Plus,2018,340000,120000,0,Individual,1,1,20.3,998,68.05,5.0
4917,Honda City 2017-2020 EXi,2007,138000,120000,0,Individual,1,2,17.7,1497,78.0,5.0
4918,Maruti Swift Dzire VXi,2010,231000,80000,0,Individual,1,3,17.5,1298,85.8,5.0
4919,Mahindra XUV500 W8 4WD,2013,800000,120000,1,Individual,1,2,15.1,2179,140.0,7.0
4920,Mahindra XUV300 W8,2019,960000,20000,0,Individual,1,1,17.0,1197,108.6,5.0
4921,Maruti Wagon R LXI Minor,2009,120000,70000,0,Individual,1,2,18.9,1061,67.0,5.0
4922,Maruti Wagon R VXI BS IV,2012,270000,40000,0,Individual,1,1,18.9,998,67.1,5.0
4923,Maruti Ritz LXI,2011,200000,100000,0,Individual,1,2,21.1,1197,85.8,5.0
4924,Maruti Swift VXI,2012,328000,123000,0,Individual,1,1,18.6,1197,85.8,5.0
4925,Hyundai Verna 1.6 SX CRDi (O),2012,432000,77000,1,Individual,1,1,22.32,1582,126.32,5.0
4926,Volkswagen Polo 1.0 MPI Trendline BSIV,2019,565000,7000,0,Individual,1,1,18.78,999,75.0,5.0
4927,Maruti Eeco 5 Seater AC BSIV,2017,390000,70000,0,Individual,1,1,15.37,1196,73.0,5.0
4928,Ford Figo 1.5D Titanium MT,2017,600000,30000,1,Individual,1,1,25.83,1498,99.0,5.0
4929,Hyundai i20 1.4 CRDi Sportz,2011,250000,120000,1,Individual,1,3,23.0,1396,90.0,5.0
4930,Chevrolet Spark 1.0 LT,2011,165000,70000,0,Individual,1,1,18.0,995,62.0,5.0
4931,Honda City 1.5 S MT,2011,421000,105000,0,Individual,1,1,17.0,1497,118.0,5.0
4932,Hyundai Accent Executive,2012,225000,109322,0,Individual,1,2,16.36,1495,93.7,5.0
4933,Nissan Sunny Diesel XV,2013,350000,120000,1,Individual,1,1,21.64,1461,84.8,5.0
4934,Jeep Compass 2.0 Limited,2018,1757000,24000,1,Individual,1,1,17.1,1956,170.0,5.0
4935,Maruti Baleno Zeta 1.3,2015,600000,70000,1,Individual,1,2,27.39,1248,74.0,5.0
4936,Tata Tiago NRG Petrol,2018,515000,35000,0,Individual,1,1,24.0,1199,83.81,5.0
4937,Maruti 800 AC,1999,80000,80000,0,Individual,1,3,16.1,796,37.0,4.0
4938,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,70000,1,Individual,1,2,23.65,1248,88.5,5.0
4939,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,120000,100000,1,Individual,1,3,10.5,2179,120.0,7.0
4940,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,1,Dealer,0,1,13.6,1999,177.0,5.0
4941,Lexus ES 300h,2019,5150000,20000,0,Dealer,0,1,22.37,2487,214.56,5.0
4942,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,1,Dealer,0,1,19.33,1999,177.0,5.0
4943,Tata Safari Storme EX,2015,503000,110000,1,Individual,1,1,14.1,2179,147.94,7.0
4944,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,1,Individual,0,1,18.0,1969,190.0,5.0
4945,Toyota Camry 2.5 Hybrid,2016,2000000,68089,0,Trustmark Dealer,0,1,19.16,2494,157.7,5.0
4946,Maruti Wagon R LXI,2013,225000,58343,0,Trustmark Dealer,1,1,21.79,998,67.05,5.0
4947,Maruti Baleno Alpha 1.3,2018,740000,38817,1,Dealer,1,1,27.39,1248,74.0,5.0
4948,Honda Jazz VX,2016,550000,56494,0,Trustmark Dealer,1,1,18.2,1199,88.7,5.0
4949,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,1,Trustmark Dealer,1,2,12.99,2494,100.6,7.0
4950,Maruti Swift AMT VVT VXI,2019,650000,5621,0,Trustmark Dealer,0,1,22.0,1197,81.8,5.0
4951,Toyota Etios VX,2017,625000,25538,0,Trustmark Dealer,1,1,16.78,1496,88.73,5.0
4952,Maruti Swift AMT ZXI,2018,600000,69779,0,Dealer,0,1,22.0,1197,81.8,5.0
4953,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,1,Dealer,1,1,24.0,1186,73.97,5.0
4954,BMW X4 M Sport X xDrive20d,2019,5400000,7500,1,Dealer,0,1,16.78,1995,190.0,5.0
4955,BMW X4 M Sport X xDrive20d,2019,5500000,8500,1,Dealer,0,1,16.78,1995,190.0,5.0
4956,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,0,Trustmark Dealer,0,1,19.0,1199,88.76,5.0
4957,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,0,Dealer,0,1,14.3,1598,103.5,5.0
4958,Volvo V40 D3 R-Design,2018,2475000,2000,1,Dealer,0,1,16.8,1984,150.0,5.0
4959,Maruti Wagon R Stingray VXI Optional,2017,475000,40000,0,Individual,1,1,20.51,998,67.04,5.0
4960,Maruti Wagon R AMT VXI,2015,400000,20000,0,Individual,0,1,20.51,998,67.0,5.0
4961,Fiat Grande Punto 1.3 Dynamic (Diesel),2011,300000,60000,1,Individual,1,1,20.3,1248,75.0,5.0
4962,Mahindra Scorpio M2DI,2011,400000,475000,1,Individual,1,3,13.5,2179,115.0,5.0
4963,Maruti Wagon R LX BSIII,2009,235000,70000,0,Individual,1,2,17.3,1061,64.0,5.0
4964,Maruti Wagon R VXI BS IV,2015,350000,40000,0,Individual,1,2,20.51,998,67.04,5.0
4965,Maruti Swift Dzire VDI,2017,625000,34000,1,Individual,1,2,28.4,1248,74.02,5.0
4966,Mahindra XUV500 W6 2WD,2014,525000,120000,1,Individual,1,1,15.1,2179,140.0,7.0
4967,Tata Tigor 1.2 Revotron XZ,2018,550000,10000,0,Individual,1,1,20.3,1199,84.0,5.0
4968,Mahindra Bolero 2011-2019 SLX,2015,550000,80000,1,Individual,1,2,15.96,2523,62.1,7.0
4969,Honda City 2017-2020 GXi,2006,200000,100000,0,Individual,1,2,17.7,1497,78.0,5.0
4970,Mahindra Xylo D2,2011,350000,120000,1,Individual,1,1,13.0,2489,95.0,8.0
4971,Honda City 2017-2020 GXi,2006,220000,100000,0,Individual,1,2,17.7,1497,78.0,5.0
4972,Hyundai Grand i10 Sportz,2016,412000,25000,0,Individual,1,1,18.9,1197,82.0,5.0
4973,Maruti Wagon R LXI Minor,2009,126000,52000,0,Individual,1,2,18.9,1061,67.0,5.0
4974,Maruti Swift Dzire VDI,2013,430000,63000,1,Individual,1,1,23.4,1248,74.0,5.0
4975,Maruti A-Star Vxi,2009,130000,90000,0,Individual,1,2,19.0,998,66.1,5.0
4976,Tata Tiago 1.2 Revotron XM,2017,350000,60000,0,Individual,1,1,23.84,1199,84.0,5.0
4977,Maruti Alto LX,2011,220000,35000,0,Individual,1,1,19.7,796,46.3,5.0
4978,Mahindra Bolero DI,2011,380000,80000,1,Individual,1,1,13.6,2523,63.0,7.0
4979,Ford Figo Diesel ZXI,2010,200000,110000,1,Individual,1,2,20.0,1399,68.0,5.0
4980,Toyota Fortuner 4x4 MT,2015,2000000,20000,1,Individual,1,1,12.55,2982,168.5,7.0
4981,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,610000,90000,1,Individual,1,1,22.77,1498,98.59,5.0
4982,BMW X1 sDrive20i xLine,2016,2500000,30000,0,Individual,0,2,15.71,1998,189.0,5.0
4983,Maruti Swift Dzire VDI,2017,620000,61000,1,Individual,1,1,26.59,1248,74.0,5.0
4984,Maruti Omni Limited Edition,2013,150000,66000,0,Individual,1,1,14.7,796,37.0,8.0
4985,Datsun GO Plus Anniversary Edition,2018,450000,80000,0,Individual,1,1,20.62,1198,67.0,7.0
4986,Hyundai Creta 1.6 CRDi SX Plus,2017,1150000,27000,1,Individual,1,2,19.67,1582,126.2,5.0
4987,Mahindra KUV 100 G80 K8 Dual Tone,2018,500000,60000,0,Individual,1,1,18.15,1198,82.0,6.0
4988,Maruti Wagon R VXI BS IV,2011,246000,139000,0,Individual,1,1,18.9,998,67.1,5.0
4989,Maruti Eeco CNG 5 Seater AC BSIV,2017,400000,60000,2,Individual,1,1,21.94,1196,61.7,5.0
4990,Maruti 800 AC,2008,65000,10000,0,Individual,1,2,16.1,796,37.0,4.0
4991,Ford Ecosport 1.5 Diesel Titanium,2016,725000,30000,1,Individual,1,1,21.7,1498,98.96,5.0
4992,Hyundai Verna 1.6 SX CRDI (O) AT,2014,736000,125000,1,Individual,0,1,22.32,1582,126.32,5.0
4993,Maruti Swift Dzire VDI,2018,700000,45000,1,Individual,1,1,28.4,1248,74.02,5.0
4994,Chevrolet Spark 1.0 LT,2011,150000,30000,0,Individual,1,1,18.0,995,62.0,5.0
4995,Maruti Alto LXi,2010,180000,80500,0,Individual,1,2,19.7,796,46.3,5.0
4996,Toyota Etios Liva VXD,2014,409999,200000,1,Individual,1,1,23.59,1364,67.04,5.0
4997,Mahindra Bolero 2011-2019 SLX,2013,550000,60000,1,Individual,1,1,15.96,2523,62.1,7.0
4998,Maruti 800 AC Uniq,2004,50000,18000,0,Individual,1,2,16.1,796,37.0,4.0
4999,Maruti Zen D,2006,80000,110000,1,Individual,1,2,20.8,1527,58.0,5.0
5000,Maruti Alto LX,2005,110000,90000,0,Individual,1,2,19.7,796,46.3,5.0
5001,Honda City 2017-2020 GXi,2006,180000,120000,0,Individual,1,2,17.7,1497,78.0,5.0
5002,Maruti Swift Dzire VDI,2017,605000,127000,1,Individual,1,1,28.4,1248,74.02,5.0
5003,Maruti Ertiga SHVS ZDI Plus,2017,800000,70000,1,Individual,1,1,24.52,1248,88.5,7.0
5004,Hyundai i20 1.4 CRDi Sportz,2011,350000,116500,1,Individual,1,1,23.0,1396,90.0,5.0
5005,Hyundai i20 Sportz 1.2,2012,300000,120000,0,Individual,1,1,18.5,1197,82.85,5.0
5006,Hyundai Verna Xi (Petrol),2008,160000,100000,0,Individual,1,3,13.9,1599,103.2,5.0
5007,Ford Figo Diesel Titanium,2011,225000,90000,1,Individual,1,2,20.0,1399,68.0,5.0
5008,Audi Q7 3.0 TDI Quattro,2009,1025000,120000,1,Individual,0,3,12.07,2967,241.4,7.0
5009,Tata Hexa XTA,2017,1300000,40000,1,Individual,0,1,17.6,2179,153.86,7.0
5010,Volkswagen Ameo 1.5 TDI Comfortline,2018,560000,18000,1,Individual,1,1,21.66,1498,108.62,5.0
5011,Maruti Vitara Brezza LDi Option,2017,650000,70000,1,Individual,1,1,24.3,1248,88.5,5.0
5012,Mahindra XUV500 W7 BSIV,2018,1150000,29000,1,Individual,1,1,15.1,2179,152.87,7.0
5013,Maruti Baleno Delta 1.2,2016,480000,65755,0,Individual,1,1,21.4,1197,83.1,5.0
5014,Ford EcoSport 1.5 Diesel Titanium BSIV,2019,960000,2600,1,Individual,1,1,23.0,1498,98.96,5.0
5015,Mahindra XUV500 AT W6 2WD,2017,1050000,46000,1,Individual,0,1,16.0,2179,140.0,7.0
5016,Hyundai EON Era Plus,2017,310000,15000,0,Individual,1,2,21.1,814,55.2,5.0
5017,Maruti Swift Dzire VDI,2014,500000,60000,1,Individual,1,1,23.4,1248,74.0,5.0
5018,Maruti Alto K10 VXI AGS Optional,2017,350000,15500,0,Individual,0,1,23.95,998,67.1,5.0
5019,Honda Amaze S i-Dtech,2015,365000,120000,1,Individual,1,1,25.8,1498,98.6,5.0
5020,Mitsubishi Lancer 2.0 GLd,2008,165000,120000,1,Individual,1,3,14.8,1998,68.0,5.0
5021,Tata Spacio Gold-10/6 Str BSII,2007,100000,120000,1,Individual,1,3,14.6,2956,63.0,10.0
5022,Mahindra Bolero SLX,2007,240000,80000,1,Individual,1,2,13.6,2523,63.0,7.0
5023,Mahindra Marazzo M2 BSIV,2019,925000,40000,1,Individual,1,1,17.3,1497,121.0,7.0
5024,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,590000,15000,0,Individual,1,1,18.16,1196,86.8,5.0
5025,Tata Aria Pride,2013,525000,110000,1,Individual,1,2,13.7,2179,138.1,7.0
5026,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,720000,80000,1,Individual,1,2,12.99,2494,100.6,8.0
5027,Renault Duster 110PS Diesel RxL AMT,2017,850000,50000,1,Individual,0,1,19.6,1461,108.45,5.0
5028,Mahindra Scorpio VLS AT 2.2 mHAWK,2010,490000,110000,1,Individual,0,1,11.79,2179,120.0,8.0
5029,Honda Amaze S i-Dtech,2013,325000,100000,1,Individual,1,1,25.8,1498,98.6,5.0
5030,Hyundai Verna CRDi 1.6 AT SX Option,2019,1200000,20000,1,Individual,0,1,22.0,1582,126.2,5.0
5031,Mahindra Bolero 2011-2019 ZLX,2012,450000,135000,1,Individual,1,1,15.96,2523,62.1,7.0
5032,Tata Indigo CS LS (TDI) BS-III,2014,300000,50700,1,Individual,1,1,19.09,1405,69.01,5.0
5033,Volkswagen Polo Diesel Highline 1.2L,2013,365000,70000,1,Individual,1,2,22.07,1199,73.9,5.0
5034,Mercedes-Benz New C-Class 200 K AT,2007,500000,120000,0,Individual,0,1,11.7,1796,178.0,5.0
5035,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,900000,112000,1,Individual,1,2,12.99,2494,100.6,8.0
5036,Hyundai Grand i10 1.2 CRDi Sportz,2018,700000,35000,1,Individual,1,1,24.0,1186,73.97,5.0
5037,Renault Duster 110PS Diesel RxZ,2017,880000,50000,1,Individual,1,1,19.6,1461,108.45,5.0
5038,Toyota Innova 2.5 GX (Diesel) 7 Seater,2014,700000,121000,1,Individual,1,3,12.99,2494,100.6,7.0
5039,Mahindra Scorpio 2009-2014 SLE 7S BSIII,2009,380000,120000,1,Individual,1,2,12.05,2179,120.0,7.0
5040,Toyota Corolla H2,2006,150000,90000,0,Individual,1,3,13.4,1794,125.0,5.0
5041,Maruti Zen Estilo LXI Green (CNG),2014,235000,70000,2,Individual,1,2,26.3,998,67.1,5.0
5042,Renault KWID 1.0 RXT Optional,2018,320000,20000,0,Individual,1,1,23.01,999,67.0,5.0
5043,Renault Duster 85PS Diesel RxL,2015,550000,60000,1,Individual,1,1,20.45,1461,83.8,5.0
5044,BMW 5 Series 520d Luxury Line,2016,3200000,40000,1,Individual,0,1,18.12,1995,190.0,5.0
5045,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,440000,1,Individual,1,2,12.99,2494,100.6,7.0
5046,Mahindra TUV 300 T6 Plus,2017,645000,60000,1,Individual,1,1,18.49,1493,100.0,7.0
5047,Maruti Wagon R VXI BS IV,2015,300000,110000,0,Individual,1,1,20.51,998,67.04,5.0
5048,Hyundai i20 Active 1.4,2016,580000,152000,1,Individual,1,1,21.19,1396,88.73,5.0
5049,Hyundai i20 1.2 Asta,2011,220000,220000,0,Individual,1,3,17.0,1197,80.0,5.0
5050,Mahindra Bolero 2011-2019 ZLX BSIII,2013,451000,70000,1,Individual,1,1,15.96,2523,62.1,7.0
5051,Tata Nexon 1.2 Revotron XZ Plus,2018,850000,50000,0,Individual,1,1,17.0,1198,108.5,5.0
5052,Maruti Swift Dzire VDi,2011,300000,125000,1,Individual,1,1,19.3,1248,73.9,5.0
5053,Ford Figo 1.2P Trend MT,2016,350000,60000,0,Individual,1,1,18.16,1196,86.8,5.0
5054,Maruti Eeco CNG HTR 5-STR,2014,300000,90000,2,Individual,1,1,21.94,1196,63.0,5.0
5055,Maruti Eeco CNG HTR 5-STR,2017,390000,30000,2,Individual,1,1,21.94,1196,63.0,5.0
5056,Toyota Innova 2.5 VX (Diesel) 8 Seater,2016,1200000,90000,1,Individual,1,1,12.99,2494,100.6,8.0
5057,Volkswagen Ameo 1.2 MPI Comfortline,2017,550000,20000,0,Individual,1,1,17.0,1198,73.75,5.0
5058,Maruti Swift VDI,2012,300000,110000,1,Individual,1,3,22.9,1248,74.0,5.0
5059,Volkswagen Vento Diesel Highline,2012,300000,150000,1,Individual,1,2,20.54,1598,103.6,5.0
5060,Hyundai i20 1.4 CRDi Sportz,2012,350000,110000,1,Individual,1,1,23.0,1396,90.0,5.0
5061,Hyundai Creta 1.6 CRDi SX Option,2015,880000,120000,1,Individual,1,2,19.67,1582,126.2,5.0
5062,Hyundai Accent Executive CNG,2010,160000,120000,2,Individual,1,2,13.2,1495,93.7,5.0
5063,Tata Sumo GX,2012,250000,80000,1,Individual,1,3,15.3,2956,83.8,7.0
5064,Hyundai i20 Active 1.4 SX,2016,660000,110000,1,Individual,1,1,21.19,1396,88.73,5.0
5065,Tata Zest Revotron 1.2T XMS,2015,450000,40000,0,Individual,1,1,17.57,1193,88.7,5.0
5066,Volkswagen Polo GT TDI,2012,400000,110000,1,Individual,1,2,19.7,1598,103.6,5.0
5067,Mahindra Scorpio S7 120,2019,1300000,20000,1,Individual,1,1,16.36,2179,120.0,7.0
5068,Ford Figo Diesel Celebration Edition,2013,229999,230000,1,Individual,1,1,20.0,1399,68.1,5.0
5069,Chevrolet Beat LT,2010,140000,60000,0,Individual,1,1,18.6,1199,79.4,5.0
5070,Maruti Zen Estilo LXI BS IV,2012,195000,35000,0,Individual,1,2,19.0,998,67.1,5.0
5071,Hyundai i20 Active Base Petrol,2015,500000,45000,0,Individual,1,1,17.19,1197,81.86,5.0
5072,Tata Nano Cx BSIII,2012,60000,45000,0,Individual,1,1,25.4,624,38.0,4.0
5073,Tata Zest Revotron 1.2T XM,2016,400000,25000,0,Individual,1,1,17.57,1193,88.7,5.0
5074,Hyundai i20 Magna 1.2,2014,400000,10000,0,Individual,1,1,18.6,1197,81.83,5.0
5075,Maruti Wagon R VXI Optional,2018,380000,19000,0,Individual,1,1,20.51,998,67.04,5.0
5076,Maruti Baleno Delta 1.2,2019,579000,10000,0,Individual,1,1,21.4,1197,83.1,5.0
5077,Mahindra KUV 100 G80 K2,2019,400000,25000,0,Individual,1,1,18.15,1198,82.0,6.0
5078,Hyundai i10 Magna 1.2 iTech SE,2012,270000,30000,0,Individual,1,1,20.36,1197,78.9,5.0
5079,Mahindra Bolero 2011-2019 SLX 2WD BSIII,2014,500000,90000,1,Individual,1,1,15.96,2523,62.1,7.0
5080,Tata Tiago 1.2 Revotron XT,2017,475000,20000,0,Individual,1,1,23.84,1199,84.0,5.0
5081,Nissan Terrano XL D Option,2018,850000,48000,1,Individual,1,1,19.87,1461,83.14,5.0
5082,Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,2009,475000,120000,1,Individual,1,1,12.05,2179,120.0,7.0
5083,Maruti Swift Dzire Ldi BSIV,2012,370000,210000,1,Individual,1,2,19.3,1248,73.9,5.0
5084,Hyundai i10 Magna 1.1L,2010,187000,200400,0,Individual,1,2,19.81,1086,68.05,5.0
5085,Hyundai i10 Magna,2008,195000,110000,0,Individual,1,2,20.36,1197,78.9,5.0
5086,Tata Safari DICOR 2.2 LX 4x2,2014,459999,38000,1,Individual,1,1,13.93,2179,138.03,7.0
5087,Toyota Corolla AE,2004,135000,90000,0,Individual,1,2,13.4,1794,125.0,5.0
5088,Maruti Ertiga SHVS ZDI Plus,2017,850000,43000,1,Individual,1,1,24.52,1248,88.5,7.0
5089,Hyundai Santro Asta BSIV,2018,500000,25000,0,Individual,1,1,20.3,1086,68.0,5.0
5090,Maruti Wagon R VXI BS IV,2016,385000,26000,0,Individual,1,2,20.51,998,67.04,5.0
5091,Hyundai Verna CRDi SX,2006,135000,120000,1,Individual,1,2,16.8,1493,110.0,5.0
5092,Maruti Alto LXi,2008,120000,70000,0,Individual,1,3,19.7,796,46.3,5.0
5093,Honda Accord VTi-L MT,2006,200000,60000,0,Individual,1,3,11.9,2354,144.0,5.0
5094,Tata New Safari 3L Dicor LX 4x2,2007,200000,120000,1,Individual,1,2,13.93,2956,138.1,7.0
5095,Maruti Ciaz ZXi,2016,700000,20000,0,Individual,1,1,20.73,1373,91.1,5.0
5096,Tata Indigo CR4,2013,290000,25000,1,Individual,1,1,23.57,1396,70.0,5.0
5097,Maruti Swift Dzire ZDI Plus,2017,725000,60000,1,Individual,1,1,28.4,1248,74.02,5.0
5098,Tata Sumo EX 10/7 Str BSIII,2008,200000,80000,1,Individual,1,1,12.2,1948,68.0,10.0
5099,Maruti Omni E MPI STD BS IV,2014,155000,80000,0,Individual,1,1,16.8,796,34.2,8.0
5100,Honda Amaze S i-VTEC,2019,690000,1303,0,Dealer,1,1,17.8,1198,86.7,5.0
5101,Audi Q5 35TDI Premium Plus,2018,3975000,31800,1,Dealer,0,1,17.01,1968,188.0,5.0
5102,Lexus ES 300h,2019,5150000,20000,0,Dealer,0,1,22.37,2487,214.56,5.0
5103,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,1,Dealer,0,1,19.33,1999,177.0,5.0
5104,Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,0,Individual,0,1,9.5,3604,280.0,5.0
5105,Toyota Camry 2.5 Hybrid,2016,2000000,68089,0,Trustmark Dealer,0,1,19.16,2494,157.7,5.0
5106,Honda Jazz VX,2016,550000,56494,0,Trustmark Dealer,1,1,18.2,1199,88.7,5.0
5107,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,1,Trustmark Dealer,1,2,12.99,2494,100.6,7.0
5108,BMW X4 M Sport X xDrive20d,2019,5400000,7500,1,Dealer,0,1,16.78,1995,190.0,5.0
5109,BMW X4 M Sport X xDrive20d,2019,5500000,8500,1,Dealer,0,1,16.78,1995,190.0,5.0
5110,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,0,Trustmark Dealer,0,1,19.0,1199,88.76,5.0
5111,Volvo V40 D3 R-Design,2018,2475000,2000,1,Dealer,0,1,16.8,1984,150.0,5.0
5112,Mercedes-Benz E-Class Exclusive E 200 BSIV,2019,5200000,17000,0,Dealer,0,1,15.0,1991,194.4,5.0
5113,Land Rover Discovery Sport TD4 SE,2019,4500000,21000,1,Dealer,0,1,12.83,1999,148.31,7.0
5114,Mercedes-Benz S-Class S 350 CDI,2017,6000000,37000,1,Dealer,0,1,13.5,2987,254.79,5.0
5115,BMW 5 Series 520d Sport Line,2018,4000000,10000,1,Dealer,0,1,22.48,1995,187.74,5.0
5116,Hyundai Venue SX Plus Turbo DCT BSIV,2019,1125000,3500,0,Dealer,0,1,18.15,998,118.35,5.0
5117,Audi A4 35 TDI Premium Plus,2016,1898999,46000,1,Dealer,0,1,18.25,1968,187.74,5.0
5118,Honda CR-V 2.4L 4WD AT AVN,2017,1650000,52000,0,Dealer,0,1,12.0,2354,187.4,5.0
5119,Maruti Swift VXI,2011,280000,20000,0,Individual,1,2,18.6,1197,85.8,5.0
5120,Tata Tigor 1.2 Revotron XE,2019,450000,25000,0,Individual,1,1,20.3,1199,84.0,5.0
5121,Maruti Esteem LX - BSIII,2006,135000,70000,0,Individual,1,2,15.9,1298,85.0,5.0
5122,Mahindra XUV500 W4,2014,650000,40000,1,Individual,1,1,15.1,2179,140.0,7.0
5123,Maruti Baleno Delta,2020,650000,7300,0,Individual,1,1,21.01,1197,81.8,5.0
5124,Maruti Ciaz 1.3 Sigma,2018,750000,25000,1,Individual,1,1,28.09,1248,88.5,5.0
5125,Maruti Alto LXi,2010,150000,100000,0,Individual,1,1,19.7,796,46.3,5.0
5126,Mahindra KUV 100 mFALCON D75 K8,2017,500000,35000,1,Individual,1,1,25.32,1198,77.0,6.0
5127,Hyundai Verna 1.6 SX,2013,425000,80000,1,Individual,1,2,22.32,1582,126.32,5.0
5128,Hyundai i10 Magna,2010,260000,60000,0,Individual,1,1,20.36,1197,78.9,5.0
5129,Volkswagen Polo 1.5 TDI Highline,2014,400000,110000,1,Individual,1,2,20.14,1498,88.8,5.0
5130,Hyundai i20 2015-2017 Magna 1.4 CRDi,2017,575000,70000,1,Individual,1,2,22.54,1396,88.73,5.0
5131,Hyundai Santro Xing GL,2008,175000,40000,0,Individual,1,1,0.0,1086,62.0,5.0
5132,Maruti SX4 Green Vxi (CNG),2010,250000,90000,2,Individual,1,2,21.4,1586,103.3,5.0
5133,Volkswagen Polo GT TDI,2012,400000,95000,1,Individual,1,1,19.7,1598,103.6,5.0
5134,Mahindra Bolero SLX 2WD BSIII,2011,350000,200000,1,Individual,1,2,13.6,2523,63.0,7.0
5135,Maruti Swift VDI BSIV,2015,484999,30000,1,Individual,1,1,25.2,1248,74.0,5.0
5136,Maruti Swift VDI BSIV,2015,484999,30000,1,Individual,1,1,25.2,1248,74.0,5.0
5137,Volkswagen CrossPolo 1.5 TDI,2013,350000,70000,1,Individual,1,2,20.14,1498,88.5,5.0
5138,Toyota Fortuner 4x2 AT TRD Sportivo,2014,1400000,80000,1,Individual,0,2,12.55,2982,168.7,7.0
5139,Maruti Swift Dzire VDi,2012,250000,100000,1,Individual,1,3,19.3,1248,73.9,5.0
5140,Maruti Swift Dzire ZDI Plus,2017,655000,70000,1,Individual,1,1,28.4,1248,74.02,5.0
5141,Honda Jazz 1.5 V i DTEC,2016,500000,30000,1,Individual,1,1,27.3,1498,98.6,5.0
5142,Chevrolet Beat LS,2016,300000,15000,0,Individual,1,1,18.6,1199,76.8,5.0
5143,Ford Figo Aspire 1.5 TDCi Titanium,2018,650000,21000,1,Individual,1,1,25.83,1498,99.0,5.0
5144,Maruti Wagon R VXI 1.2,2014,300000,35000,0,Individual,1,1,20.52,1197,81.8,5.0
5145,Honda Jazz 1.2 VX i VTEC,2016,475000,25000,0,Individual,1,1,18.7,1199,88.7,5.0
5146,Tata Tiago 1.2 Revotron XZ WO Alloy,2017,450000,30000,0,Individual,1,1,23.84,1199,84.0,5.0
5147,Maruti Swift Dzire VDI,2019,754000,10000,1,Individual,1,1,28.4,1248,74.02,5.0
5148,Hyundai i10 Sportz,2013,300000,40000,0,Individual,1,1,20.36,1197,78.9,5.0
5149,Hyundai EON Magna Plus,2014,250000,25000,0,Individual,1,1,21.1,814,55.2,5.0
5150,Maruti Swift Dzire VDI,2018,725000,15000,1,Individual,1,1,28.4,1248,74.02,5.0
5151,Maruti Alto LXi,2008,95000,70000,0,Individual,1,1,19.7,796,46.3,5.0
5152,Hyundai Santro Sportz BSIV,2018,475000,7800,0,Individual,1,1,20.3,1086,68.0,5.0
5153,Tata Safari Storme LX,2014,575000,55000,1,Individual,1,1,14.0,2179,138.1,7.0
5154,Tata Tiago 1.2 Revotron XT,2016,350000,30000,0,Individual,1,1,23.84,1199,84.0,5.0
5155,Mahindra Bolero 2011-2019 SLX,2013,330000,125000,1,Individual,1,2,15.96,2523,62.1,7.0
5156,Maruti Swift VXI Deca,2016,482000,50000,0,Individual,1,1,20.4,1197,81.8,5.0
5157,Ford EcoSport 1.5 TDCi Ambiente BSIV,2017,625000,40000,1,Individual,1,3,22.77,1498,98.59,5.0
5158,Tata Tiago 1.2 Revotron XM Option,2017,380000,30000,0,Individual,1,1,23.84,1199,84.0,5.0
5159,Chevrolet Beat LT,2016,310000,30000,0,Individual,1,1,18.6,1199,76.8,5.0
5160,Maruti Swift Dzire VXi,2009,280000,35000,0,Individual,1,1,17.5,1298,85.8,5.0
5161,Renault Duster Petrol RXS CVT,2018,900000,30000,0,Individual,0,1,14.99,1498,104.5,5.0
5162,Maruti Wagon R VXI Minor,2010,250000,60000,0,Individual,1,1,18.9,1061,67.0,5.0
5163,Hyundai Verna 1.6 VTVT S,2017,750000,39000,0,Individual,1,1,17.01,1591,121.3,5.0
5164,Renault KWID 1.0 RXT Optional,2019,420000,15000,0,Individual,1,1,23.01,999,67.0,5.0
